EVENT DATE,Program,MUNICIPALITY,REGION,PRIMARY OCCUPATION CODE,OCCUPATION DESCRIPTION,SECTOR CODE,SECTOR DESCRIPTION,WORKER COUNT
2018-06-22,Industrial Health & Safety Program,Toronto,Central East,484229.0,"Other Specialized Freight (except Used Goods) Trucking, Local",INDS,Industrial Services,50 or More
2018-06-22,Industrial Health & Safety Program,North York,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2018-06-22,Health Care Health & Safety Program,North Bay,Northern,623993.0,Homes for the Physically Handicapped or Disabled,HFRC,Homes for Residential Care,20 to 49
2018-06-22,Industrial Health & Safety Program,Ancaster,South Western,452110.0,Department Stores,RETL,Retail,50 or More
2019-06-22,Industrial Health & Safety Program,Kingston,Eastern,445310.0,"Beer, Wine and Liquor Stores",GOVT,Government,6 to 19
2019-06-22,Industrial Health & Safety Program,Kingston,Eastern,238190.0,"Other Foundation, Structure and Building Exterior Contractors",CONY,Construction Premises,6 to 19
2019-06-22,Industrial Health & Safety Program,Concord,Central West,484121.0,"General Freight Trucking, Long Distance, Truck-Load",TRAN,Transportation,50 or More
2020-06-22,Industrial Health & Safety Program,BARRIE,Central West,311119.0,Other Animal Food Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2020-06-22,Health Care Health & Safety Program,Mississauga,Central West,621610.0,Home Health Care Services,NSER,Nursing Services,50 or More
2020-06-22,Industrial Health & Safety Program,Guelph,Western,238990.0,All Other Specialty Trade Contractors,INDS,Industrial Services,50 or More
2020-06-22,Construction Health & Safety Program,Toronto,Central East,236110.0,Residential Building Construction,RESS,Single Family Housing,6 to 19
2020-06-22,Industrial Health & Safety Program,LONDON,Western,912150.0,Provincial Regulatory Services,TRAN,Transportation,1 to 5
2020-06-22,Construction Health & Safety Program,Barrie,Central West,236110.0,Residential Building Construction,RESS,Single Family Housing,6 to 19
2020-06-22,Industrial Health & Safety Program,Tilbury,Western,311814.0,Commercial Bakeries and Frozen Bakery Product Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2020-06-22,Industrial Health & Safety Program,Niagara Falls,South Western,336390.0,Other motor vehicle parts manufacturing,AUTO,Automotive,50 or More
2020-06-22,Industrial Health & Safety Program,BRANTFORD,South Western,332329.0,Other Ornamental and Architectural Metal Product Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
2021-06-22,Health Care Health & Safety Program,Markham,Central West,623310.0,Community Care Facilities for the Elderly,NSER,Nursing Services,50 or More
2021-06-22,Industrial Health & Safety Program,UXBRIDGE,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-06-22,Industrial Health & Safety Program,Oshawa,Central East,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,1 to 5
2021-06-22,Construction Health & Safety Program,Vaughan,Central West,238299.0,All Other Building Equipment Contractors,COMM,Commercial Building Construction,50 or More
2021-06-22,Industrial Health & Safety Program,Huntsville,Eastern,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2021-06-22,Industrial Health & Safety Program,Toronto,Central East,446110.0,Pharmacies and Drug Stores,RETL,Retail,20 to 49
2021-06-22,Industrial Health & Safety Program,AYLMER,Western,493110.0,General Warehousing and Storage,NECI,NEC - Industrial,20 to 49
2021-06-22,Construction Health & Safety Program,Windsor,Western,237310.0,"Highway, Street and Bridge Construction",ROAD,Highway & Road Construction,50 or More
2021-06-22,Construction Health & Safety Program,BRANTFORD,South Western,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,50 or More
2021-06-22,Construction Health & Safety Program,Toronto,Central East,236110.0,Residential Building Construction,RESS,Single Family Housing,1 to 5
2022-06-22,Construction Health & Safety Program,CAMBRIDGE,Western,237130.0,Power and Communication Line and Related Structures Construction,HYDR,Hydro,6 to 19
2022-06-22,Construction Health & Safety Program,North York,Central East,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,50 or More
2022-06-22,Industrial Health & Safety Program,LONDON,Western,484221.0,"Bulk Liquids Trucking, Local",TRAN,Transportation,1 to 5
2022-06-22,Industrial Health & Safety Program,Mississauga,Central West,111421.0,Nursery and Tree Production,FARM,Farming,50 or More
2022-06-22,Industrial Health & Safety Program,Ingersoll,Western,312310.0,Cannabis product manufacturing,FARM,Farming,20 to 49
2022-06-22,Construction Health & Safety Program,Toronto,Central East,236110.0,Residential Building Construction,RESS,Single Family Housing,50 or More
2022-06-22,Industrial Health & Safety Program,Burlington,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2022-06-22,Health Care Health & Safety Program,Concord,Central West,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2022-06-22,Industrial Health & Safety Program,HAMILTON,South Western,713920.0,Skiing Facilities,SERV,"Tourism, Hospitality & Recreational Services",50 or More
2022-06-22,Industrial Health & Safety Program,Tiverton,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2022-06-22,Industrial Health & Safety Program,Kingsville,Western,311990.0,All Other Food Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2022-06-22,Industrial Health & Safety Program,Midland,Central West,312120.0,Breweries,FOOD,"Food, Beverage & Tobacco",50 or More
2022-06-22,Construction Health & Safety Program,Mississauga,Central West,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
2023-06-22,Industrial Health & Safety Program,North York,Central East,332710.0,Machine Shops,FABR,Wood & Metal Fabrication,50 or More
2023-06-22,Industrial Health & Safety Program,LONDON,Western,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2023-06-22,Industrial Health & Safety Program,Belleville,Eastern,115210.0,Support Activities for Animal Production,FARM,Farming,50 or More
2023-06-22,Industrial Health & Safety Program,St. Thomas,Western,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2023-06-22,Construction Health & Safety Program,Smithville,South Western,236110.0,Residential Building Construction,RESS,Single Family Housing,1 to 5
2023-06-22,Construction Health & Safety Program,Etobicoke,Central East,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
2023-06-22,Industrial Health & Safety Program,Newcastle,Central East,493110.0,General Warehousing and Storage,WHLS,Wholesalers,50 or More
2017-07-22,Construction Health & Safety Program,Sudbury,Northern,236110.0,Residential Building Construction,RESS,Single Family Housing,20 to 49
2017-07-22,Construction Health & Safety Program,Toronto,Central East,237990.0,Other Heavy and Civil Engineering Construction,PIPE,Pipeline,50 or More
2017-07-22,Industrial Health & Safety Program,Ajax,Central East,624410.0,Child Day-Care Services,EDUC,Education,50 or More
2018-07-22,Health Care Health & Safety Program,Bolton,Central West,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2018-07-22,Industrial Health & Safety Program,Toronto,Central East,711217.0,Sports teams and clubs performing before a paying audience,SERV,"Tourism, Hospitality & Recreational Services",6 to 19
2019-07-22,Industrial Health & Safety Program,Oshawa,Central East,332619.0,Other Fabricated Wire Product Manufacturing,FABR,Wood & Metal Fabrication,6 to 19
2019-07-22,Health Care Health & Safety Program,Toronto,Central East,623993.0,Homes for the Physically Handicapped or Disabled,GRPH,Group Homes,50 or More
2019-07-22,Construction Health & Safety Program,Mississauga,Central East,237130.0,Power and Communication Line and Related Structures Construction,HYDR,Hydro,50 or More
2019-07-22,Health Care Health & Safety Program,Bowmanville,Central East,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2019-07-22,Industrial Health & Safety Program,Ingersoll,Western,336510.0,Railroad Rolling Stock Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2019-07-22,Industrial Health & Safety Program,LONDON,Western,721213.0,Recreational (except Hunting and Fishing) and Vacation Camps,SERV,"Tourism, Hospitality & Recreational Services",1 to 5
2019-07-22,Construction Health & Safety Program,Ajax,Central East,236110.0,Residential Building Construction,RESS,Single Family Housing,50 or More
2020-07-22,Construction Health & Safety Program,Belleville,Eastern,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
2020-07-22,Industrial Health & Safety Program,Thunder Bay,Northern,336410.0,Aerospace product and parts manufacturing,FABR,Wood & Metal Fabrication,50 or More
2020-07-22,Industrial Health & Safety Program,Stratford,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2020-07-22,Industrial Health & Safety Program,Tillsonburg,Western,322299.0,All Other Converted Paper Product Manufacturing,PULP,"Pulp, Paper",6 to 19
2020-07-22,Industrial Health & Safety Program,Thornhill,Central West,336110.0,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
2021-07-22,Industrial Health & Safety Program,New Hamburg,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2021-07-22,Industrial Health & Safety Program,Palmerston,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-07-22,Industrial Health & Safety Program,LONDON,Western,322121.0,Paper (except Newsprint) Mills,PULP,"Pulp, Paper",50 or More
2022-07-22,Industrial Health & Safety Program,London,Western,519121.0,Libraries,GOVT,Government,50 or More
2022-07-22,Industrial Health & Safety Program,North York,Central East,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2022-07-22,Health Care Health & Safety Program,Mississauga,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2022-07-22,Construction Health & Safety Program,Blind River,Northern,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
2022-07-22,Industrial Health & Safety Program,Beeton,Central West,624410.0,Child Day-Care Services,EDUC,Education,6 to 19
2022-07-22,Industrial Health & Safety Program,Guelph,Central East,512110.0,Motion Picture and Video Production,FLTV,Film & TV,50 or More
2022-07-22,Industrial Health & Safety Program,Burlington,South Western,541990.0,"All Other Professional, Scientific and Technical Services",INDS,Industrial Services,50 or More
2022-07-22,Industrial Health & Safety Program,Peterborough,Eastern,512110.0,Motion Picture and Video Production,FLTV,Film & TV,50 or More
2022-07-22,Industrial Health & Safety Program,Richmond Hill,Central West,416210.0,Metal Service Centres,WHLS,Wholesalers,50 or More
2023-07-22,Industrial Health & Safety Program,North Bay,Northern,311990.0,All Other Food Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2023-07-22,Health Care Health & Safety Program,Toronto,Central East,623110.0,Nursing Care Facilities,NSER,Nursing Services,20 to 49
2023-07-22,Industrial Health & Safety Program,Milton,South Western,325410.0,Pharmaceutical and Medicine Manufacturing,NECI,NEC - Industrial,50 or More
2023-07-22,Industrial Health & Safety Program,BRANTFORD,South Western,326121.0,Unlaminated Plastic Profile Shape Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2017-08-22,Industrial Health & Safety Program,Cambridge,Western,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2017-08-22,Industrial Health & Safety Program,Etobicoke,Central East,493120.0,Refrigerated Warehousing and Storage,FOOD,"Food, Beverage & Tobacco",50 or More
2017-08-22,Industrial Health & Safety Program,Teeswater,Western,221111.0,Hydro-Electric Power Generation,NECI,NEC - Industrial,50 or More
2017-08-22,Industrial Health & Safety Program,Markham,Central West,332810.0,"Coating, engraving, cold and heat treating and allied activities",FABR,Wood & Metal Fabrication,20 to 49
2017-08-22,Health Care Health & Safety Program,Hamilton,South Western,621610.0,Home Health Care Services,NSER,Nursing Services,50 or More
2017-08-22,Industrial Health & Safety Program,Oshawa,Central East,532410.0,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing",INDS,Industrial Services,50 or More
2017-08-22,Construction Health & Safety Program,Madsen,Northern,236110.0,Residential Building Construction,RESS,Single Family Housing,6 to 19
2017-08-22,Industrial Health & Safety Program,Etobicoke,Central East,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2017-08-22,Industrial Health & Safety Program,London,Western,336350.0,Motor Vehicle Transmission and Power Train Parts Manufacturing,AUTO,Automotive,50 or More
2018-08-22,Industrial Health & Safety Program,Brampton,Central West,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2018-08-22,Health Care Health & Safety Program,St. Catharines,South Western,624190.0,Other Individual and Family Services,NSER,Nursing Services,50 or More
2018-08-22,Industrial Health & Safety Program,CHATHAM,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2018-08-22,Industrial Health & Safety Program,Toronto,Central East,493110.0,General Warehousing and Storage,TRAN,Transportation,50 or More
2018-08-22,Industrial Health & Safety Program,Toronto,Central East,518210.0,"Data Processing, Hosting, and Related Services",NECI,NEC - Industrial,50 or More
2018-08-22,Construction Health & Safety Program,Geraldton,Northern,238210.0,Electrical Contractors and Other Wiring Installation Contractors,COMM,Commercial Building Construction,1 to 5
2018-08-22,Construction Health & Safety Program,HAMILTON,South Western,237990.0,Other Heavy and Civil Engineering Construction,RAIL,Railway,50 or More
2018-08-22,Mining Health & Safety Program,ORILLIA,Central West,212232.0,Nickel-Copper Ore Mining,UMIN,Underground Mines,50 or More
2018-08-22,Industrial Health & Safety Program,Ottawa,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2018-08-22,Industrial Health & Safety Program,KINGSTON,Eastern,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2018-08-22,Industrial Health & Safety Program,Newmarket,Central West,444110.0,Home Centres,RETL,Retail,50 or More
2018-08-22,Industrial Health & Safety Program,Owen Sound,Western,444110.0,Home Centres,TRAN,Transportation,50 or More
2019-08-22,Construction Health & Safety Program,TERRACE BAY TWP,Northern,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
2019-08-22,Industrial Health & Safety Program,Woodstock,Central East,561990.0,All Other Support Services,INDS,Industrial Services,50 or More
2019-08-22,Industrial Health & Safety Program,HAMILTON,South Western,448199.0,All Other Clothing Stores,RETL,Retail,6 to 19
2019-08-22,Construction Health & Safety Program,Smooth Rock Falls,Northern,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
2019-08-22,Health Care Health & Safety Program,Guelph,Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2019-08-22,Industrial Health & Safety Program,Sudbury,Northern,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2019-08-22,Construction Health & Safety Program,Huntsville,Eastern,237110.0,Water and Sewer Line and Related Structures Construction,SEWW,Sewer/Watermain Construction,6 to 19
2019-08-22,Industrial Health & Safety Program,Ottawa,Eastern,311814.0,Commercial Bakeries and Frozen Bakery Product Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2020-08-22,Construction Health & Safety Program,KINGSTON,Eastern,562990.0,All Other Waste Management Services,SEWW,Sewer/Watermain Construction,1 to 5
2020-08-22,Industrial Health & Safety Program,Cobourg,Eastern,912190.0,Other Provincial Protective Services,GOVT,Government,20 to 49
2021-08-22,Industrial Health & Safety Program,Waterloo,Western,327215.0,Glass Product Manufacturing from Purchased Glass,CERM,"Ceramics, Glass& Stone",50 or More
2022-08-22,Industrial Health & Safety Program,Toronto,Central East,624410.0,Child Day-Care Services,SERV,"Tourism, Hospitality & Recreational Services",50 or More
2022-08-22,Construction Health & Safety Program,Huntsville,Eastern,236110.0,Residential Building Construction,RESS,Single Family Housing,6 to 19
2022-08-22,Construction Health & Safety Program,Toronto,Central East,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
2022-08-22,Industrial Health & Safety Program,Brampton,Central West,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,FOOD,"Food, Beverage & Tobacco",6 to 19
2022-08-22,Industrial Health & Safety Program,Kingston,Central East,444110.0,Home Centres,RETL,Retail,50 or More
2022-08-22,Industrial Health & Safety Program,Toronto,Central East,493110.0,General Warehousing and Storage,WHLS,Wholesalers,50 or More
2022-08-22,Construction Health & Safety Program,Copper Cliff,Northern,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
2022-08-22,Industrial Health & Safety Program,Brampton,Central West,722511.0,Full-service restaurants,FOOD,"Food, Beverage & Tobacco",20 to 49
2022-08-22,Industrial Health & Safety Program,Tillsonburg,Western,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2023-08-22,Construction Health & Safety Program,Vaughan,Central West,236210.0,Industrial Building and Structure Construction,MOVE,Moving of a Building/Structure,6 to 19
2023-08-22,Construction Health & Safety Program,Guelph,South Western,237310.0,"Highway, Street and Bridge Construction",BRID,Bridge Construction,20 to 49
2023-08-22,Construction Health & Safety Program,Hamilton,South Western,236110.0,Residential Building Construction,COMM,Commercial Building Construction,50 or More
2023-08-22,Industrial Health & Safety Program,Toronto,Central East,493110.0,General Warehousing and Storage,TRAN,Transportation,50 or More
2023-08-22,Construction Health & Safety Program,Toronto,Central East,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,50 or More
2023-08-22,Industrial Health & Safety Program,HAMILTON,South Western,322122.0,Newsprint Mills,PULP,"Pulp, Paper",50 or More
2023-08-22,Industrial Health & Safety Program,Milton,South Western,115310.0,Support Activities for Forestry,FIRE,Fire Fighting,50 or More
2023-08-22,Industrial Health & Safety Program,Mississauga,Central West,912120.0,Provincial Correctional Services,GOVT,Government,50 or More
2017-09-22,Industrial Health & Safety Program,Barrie,Central West,493110.0,General Warehousing and Storage,TRAN,Transportation,50 or More
2017-09-22,Industrial Health & Safety Program,Sunderland,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-09-22,Industrial Health & Safety Program,Ottawa,Eastern,237110.0,Water and Sewer Line and Related Structures Construction,UTIL,Utilities,6 to 19
2017-09-22,Industrial Health & Safety Program,Concord,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-09-22,Industrial Health & Safety Program,Brampton,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-09-22,Construction Health & Safety Program,Brampton,Central West,236220.0,Commercial and Institutional Building Construction,INST,Institutional Building Construction,1 to 5
2017-09-22,Industrial Health & Safety Program,Pickering,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-09-22,Industrial Health & Safety Program,Wellesley,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2018-09-22,Industrial Health & Safety Program,East York,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2019-09-22,Health Care Health & Safety Program,Etobicoke,Central East,621610.0,Home Health Care Services,NSER,Nursing Services,50 or More
2019-09-22,Industrial Health & Safety Program,Etobicoke,Central East,561722.0,Janitorial Services (except Window Cleaning),INDS,Industrial Services,6 to 19
2020-09-22,Industrial Health & Safety Program,Etobicoke,Central East,332319.0,Other Plate Work and Fabricated Structural Product Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2020-09-22,Industrial Health & Safety Program,London,Western,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2020-09-22,Industrial Health & Safety Program,Oakville,South Western,326122.0,Plastic Pipe and Pipe Fitting Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2020-09-22,Construction Health & Safety Program,Norwood,Eastern,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,50 or More
2020-09-22,Industrial Health & Safety Program,Ottawa,Eastern,441110.0,New Car Dealers,VEHS,Vehicle Sales & Service,50 or More
2021-09-22,Industrial Health & Safety Program,Mississauga,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2021-09-22,Industrial Health & Safety Program,Tillsonburg,Western,311615.0,Poultry Processing,INDS,Industrial Services,50 or More
2021-09-22,Construction Health & Safety Program,Cornwall,Eastern,236110.0,Residential Building Construction,RESS,Single Family Housing,1 to 5
2021-09-22,Health Care Health & Safety Program,Brampton,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2021-09-22,Mining Health & Safety Program,Toronto,Central East,212220.0,Gold and Silver Ore Mining,NECM,NEC - Mining,50 or More
2021-09-22,Industrial Health & Safety Program,Stayner,Central West,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2021-09-22,Industrial Health & Safety Program,Mississauga,Central West,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2022-09-22,Industrial Health & Safety Program,Toronto,Central East,561799.0,All Other Services to Buildings and Dwellings,OFFS,Offices & Related Services,50 or More
2022-09-22,Mining Health & Safety Program,North York,Central East,212220.0,Gold and Silver Ore Mining,UMIN,Underground Mines,50 or More
2022-09-22,Health Care Health & Safety Program,Markham,Central West,622210.0,Psychiatric and Substance Abuse Hospitals,HOSP,Hospitals,50 or More
2022-09-22,Industrial Health & Safety Program,London,Western,327990.0,All Other Non-Metallic Mineral Product Manufacturing,CERM,"Ceramics, Glass& Stone",50 or More
2022-09-22,Industrial Health & Safety Program,Ajax,Central East,912120.0,Provincial Correctional Services,GOVT,Government,50 or More
2022-09-22,Health Care Health & Safety Program,Whitby,Central East,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2022-09-22,Industrial Health & Safety Program,KITCHENER,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2022-09-22,Industrial Health & Safety Program,New Hamburg,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,6 to 19
2022-09-22,Industrial Health & Safety Program,Kanata,Central East,444110.0,Home Centres,RETL,Retail,50 or More
2022-09-22,Health Care Health & Safety Program,Owen Sound,Western,621610.0,Home Health Care Services,HFNC,Homes for Nursing Care,50 or More
2022-09-22,Industrial Health & Safety Program,Belleville,Eastern,323119.0,Other Printing,NECI,NEC - Industrial,50 or More
2022-09-22,Industrial Health & Safety Program,Toronto,Central East,332611.0,Spring (Heavy Gauge) Manufacturing,AUTO,Automotive,50 or More
2022-09-22,Construction Health & Safety Program,Longlac,Northern,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
2023-09-22,Industrial Health & Safety Program,Ottawa South,Eastern,238291.0,Elevator and Escalator Installation Contractors,INDS,Industrial Services,50 or More
2023-09-22,Construction Health & Safety Program,Brampton,Central West,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,50 or More
2023-09-22,Industrial Health & Safety Program,Kanata,Eastern,913150.0,Municipal Regulatory Services,GOVT,Government,50 or More
2023-09-22,Industrial Health & Safety Program,Hamilton,South Western,326290.0,Other rubber product manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2023-09-22,Industrial Health & Safety Program,Oldcastle,Western,913130.0,Municipal Police Services,GOVT,Government,50 or More
2017-10-22,Health Care Health & Safety Program,Belleville,Eastern,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2018-10-22,Industrial Health & Safety Program,Waterloo,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,6 to 19
2018-10-22,Industrial Health & Safety Program,Nepean,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,1 to 5
2018-10-22,Health Care Health & Safety Program,BRANTFORD,South Western,622310.0,Specialty (except Psychiatric and Substance Abuse) Hospitals,HOSP,Hospitals,50 or More
2018-10-22,Industrial Health & Safety Program,Scarborough,Central East,624110.0,Child and Youth Services,INDS,Industrial Services,20 to 49
2018-10-22,Mining Health & Safety Program,Concord,Central West,212220.0,Gold and Silver Ore Mining,UMIN,Underground Mines,50 or More
2018-10-22,Construction Health & Safety Program,Ingersoll,Western,238160.0,Roofing Contractors,RESS,Single Family Housing,6 to 19
2018-10-22,Industrial Health & Safety Program,Toronto,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,1 to 5
2018-10-22,Construction Health & Safety Program,Petrolia,Western,237110.0,Water and Sewer Line and Related Structures Construction,NECC,NEC - Construction,6 to 19
2018-10-22,Industrial Health & Safety Program,Milton,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2018-10-22,Construction Health & Safety Program,Stratford,Western,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,50 or More
2018-10-22,Construction Health & Safety Program,Eganville,Eastern,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,1 to 5
2018-10-22,Industrial Health & Safety Program,Huntsville,Eastern,912120.0,Provincial Correctional Services,GOVT,Government,50 or More
2018-10-22,Industrial Health & Safety Program,Thorold,South Western,333990.0,All Other General-Purpose Machinery Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2018-10-22,Industrial Health & Safety Program,Windsor,Western,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2019-10-22,Industrial Health & Safety Program,Mississauga,Central East,238910.0,Site Preparation Contractors,TRAN,Transportation,6 to 19
2019-10-22,Industrial Health & Safety Program,Beamsville,South Western,624220.0,Community Housing Services,OFFS,Offices & Related Services,1 to 5
2019-10-22,Mining Health & Safety Program,Breslau,South Western,212314.0,Granite Mining and Quarrying,QRRY,Quarries,20 to 49
2019-10-22,Industrial Health & Safety Program,Nanticoke,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2019-10-22,Industrial Health & Safety Program,Mississauga,Central West,912120.0,Provincial Correctional Services,GOVT,Government,50 or More
2019-10-22,Industrial Health & Safety Program,Milton,South Western,311615.0,Poultry Processing,FOOD,"Food, Beverage & Tobacco",50 or More
2019-10-22,Industrial Health & Safety Program,Stoney Creek,South Western,311520.0,Ice Cream and Frozen Dessert Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2020-10-22,Industrial Health & Safety Program,Toronto,Central East,311990.0,All Other Food Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2020-10-22,Industrial Health & Safety Program,Richmond Hill,Central West,336212.0,Truck Trailer Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2021-10-22,Industrial Health & Safety Program,Toronto,Central East,332321.0,Metal Window and Door Manufacturing,STEL,Primary Metals,6 to 19
2021-10-22,Industrial Health & Safety Program,CAMBRIDGE,Western,611310.0,Universities,EDUC,Education,20 to 49
2021-10-22,Construction Health & Safety Program,Grand Valley,Central West,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,50 or More
2022-10-22,Industrial Health & Safety Program,Etobicoke,Central East,336390.0,Other motor vehicle parts manufacturing,AUTO,Automotive,50 or More
2023-10-22,Industrial Health & Safety Program,SARNIA,Western,335311.0,"Power, Distribution and Specialty Transformers Manufacturing",INDS,Industrial Services,50 or More
2023-10-22,Industrial Health & Safety Program,KITCHENER,Western,561730.0,Landscaping Services,OFFS,Offices & Related Services,50 or More
2023-10-22,Industrial Health & Safety Program,Kitchener,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2017-11-22,Industrial Health & Safety Program,Fort Frances,Northern,611110.0,Elementary and Secondary Schools,EDUC,Education,6 to 19
2017-11-22,Health Care Health & Safety Program,Newmarket,Central West,622210.0,Psychiatric and Substance Abuse Hospitals,HOSP,Hospitals,50 or More
2017-11-22,Industrial Health & Safety Program,Cambridge,Western,311119.0,Other Animal Food Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2017-11-22,Industrial Health & Safety Program,Mississauga,Central West,414120.0,Footwear merchant wholesalers,FOOD,"Food, Beverage & Tobacco",50 or More
2017-11-22,Industrial Health & Safety Program,Cobourg,Eastern,452110.0,Department Stores,RETL,Retail,50 or More
2018-11-22,Industrial Health & Safety Program,Ingersoll,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2018-11-22,Construction Health & Safety Program,Hamilton,South Western,237990.0,Other Heavy and Civil Engineering Construction,RAIL,Railway,50 or More
2018-11-22,Health Care Health & Safety Program,Etobicoke,Central East,621610.0,Home Health Care Services,NSER,Nursing Services,50 or More
2018-11-22,Industrial Health & Safety Program,Toronto,Central East,331514.0,Steel Foundries,STEL,Primary Metals,50 or More
